epoch,train_loss,train_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
1,1.367290,0.325000,0.000000,0.000000,0.000000,0.000000
2,1.293783,0.420000,0.000000,0.000000,0.000000,0.000000
3,1.240251,0.495000,0.000000,0.000000,0.000000,0.000000
