epoch,train_loss,train_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
1,1.388106,0.300000,0.000000,0.000000,0.000000,0.000000
2,1.334869,0.415000,0.000000,0.000000,0.000000,0.000000
3,1.293376,0.435000,0.000000,0.000000,0.000000,0.000000
