sgg_cd,sido_name,sigungu_name,enabled,notes
11110,서울특별시,종로구,true,
11140,서울특별시,중구,true,
11170,서울특별시,용산구,true,
11200,서울특별시,성동구,true,
11215,서울특별시,광진구,true,
11230,서울특별시,동대문구,true,
11260,서울특별시,중랑구,true,
11290,서울특별시,성북구,true,
11305,서울특별시,강북구,true,
11320,서울특별시,도봉구,true,
11350,서울특별시,노원구,true,
11380,서울특별시,은평구,true,
11410,서울특별시,서대문구,true,
11440,서울특별시,마포구,true,
11470,서울특별시,양천구,true,
11500,서울특별시,강서구,true,
11530,서울특별시,구로구,true,
11545,서울특별시,금천구,true,
11560,서울특별시,영등포구,true,
11590,서울특별시,동작구,true,
11620,서울특별시,관악구,true,
11650,서울특별시,서초구,true,
11680,서울특별시,강남구,true,
11710,서울특별시,송파구,true,
11740,서울특별시,강동구,true,
26110,부산광역시,중구,true,
26140,부산광역시,서구,true,
26170,부산광역시,동구,true,
26200,부산광역시,영도구,true,
26230,부산광역시,부산진구,true,
26260,부산광역시,동래구,true,
26290,부산광역시,남구,true,
26320,부산광역시,북구,true,
26350,부산광역시,해운대구,true,
26380,부산광역시,사하구,true,
26410,부산광역시,금정구,true,
26440,부산광역시,강서구,true,
26470,부산광역시,연제구,true,
26500,부산광역시,수영구,true,
26530,부산광역시,사상구,true,
26710,부산광역시,기장군,true,
27110,대구광역시,중구,true,
27140,대구광역시,동구,true,
27170,대구광역시,서구,true,
27200,대구광역시,남구,true,
27230,대구광역시,북구,true,
27260,대구광역시,수성구,true,
27290,대구광역시,달서구,true,
27710,대구광역시,달성군,true,
27720,대구광역시,군위군,true,
28110,인천광역시,중구,true,
28140,인천광역시,동구,true,
28177,인천광역시,미추홀구,true,
28185,인천광역시,연수구,true,
28200,인천광역시,남동구,true,
28237,인천광역시,부평구,true,
28245,인천광역시,계양구,true,
28260,인천광역시,서구,true,
28710,인천광역시,강화군,true,
28720,인천광역시,옹진군,true,
29110,광주광역시,동구,true,
29140,광주광역시,서구,true,
29155,광주광역시,남구,true,
29170,광주광역시,북구,true,
29200,광주광역시,광산구,true,
30110,대전광역시,동구,true,
30140,대전광역시,중구,true,
30170,대전광역시,서구,true,
30200,대전광역시,유성구,true,
30230,대전광역시,대덕구,true,
31110,울산광역시,중구,true,
31140,울산광역시,남구,true,
31170,울산광역시,동구,true,
31200,울산광역시,북구,true,
31710,울산광역시,울주군,true,
36110,세종특별자치시,세종특별자치시,true,
41110,경기도,수원시,true,
41130,경기도,성남시,true,
41150,경기도,의정부시,true,
41170,경기도,안양시,true,
41190,경기도,부천시,true,
41210,경기도,광명시,true,
41220,경기도,평택시,true,
41250,경기도,동두천시,true,
41270,경기도,안산시,true,
41280,경기도,고양시,true,
41290,경기도,과천시,true,
41310,경기도,구리시,true,
41360,경기도,남양주시,true,
41370,경기도,오산시,true,
41390,경기도,시흥시,true,
41410,경기도,군포시,true,
41430,경기도,의왕시,true,
41450,경기도,하남시,true,
41460,경기도,용인시,true,
41480,경기도,파주시,true,
41500,경기도,이천시,true,
41550,경기도,안성시,true,
41570,경기도,김포시,true,
41590,경기도,화성시,true,
41610,경기도,광주시,true,
41630,경기도,양주시,true,
41650,경기도,포천시,true,
41670,경기도,여주시,true,
41800,경기도,연천군,true,
41820,경기도,가평군,true,
41830,경기도,양평군,true,
51110,강원특별자치도,춘천시,true,
51130,강원특별자치도,원주시,true,
51150,강원특별자치도,강릉시,true,
51170,강원특별자치도,동해시,true,
51190,강원특별자치도,태백시,true,
51210,강원특별자치도,속초시,true,
51230,강원특별자치도,삼척시,true,
51720,강원특별자치도,홍천군,true,
51730,강원특별자치도,횡성군,true,
51750,강원특별자치도,영월군,true,
51760,강원특별자치도,평창군,true,
51770,강원특별자치도,정선군,true,
51780,강원특별자치도,철원군,true,
51790,강원특별자치도,화천군,true,
51800,강원특별자치도,양구군,true,
51810,강원특별자치도,인제군,true,
51820,강원특별자치도,고성군,true,
51830,강원특별자치도,양양군,true,
43110,충청북도,청주시,true,
43130,충청북도,충주시,true,
43150,충청북도,제천시,true,
43720,충청북도,보은군,true,
43730,충청북도,옥천군,true,
43740,충청북도,영동군,true,
43745,충청북도,증평군,true,
43750,충청북도,진천군,true,
43760,충청북도,괴산군,true,
43770,충청북도,음성군,true,
43800,충청북도,단양군,true,
44130,충청남도,천안시,true,
44150,충청남도,공주시,true,
44180,충청남도,보령시,true,
44200,충청남도,아산시,true,
44210,충청남도,서산시,true,
44230,충청남도,논산시,true,
44250,충청남도,계룡시,true,
44270,충청남도,당진시,true,
44710,충청남도,금산군,true,
44760,충청남도,부여군,true,
44770,충청남도,서천군,true,
44790,충청남도,청양군,true,
44800,충청남도,홍성군,true,
44810,충청남도,예산군,true,
44825,충청남도,태안군,true,
52110,전북특별자치도,전주시,true,
52130,전북특별자치도,군산시,true,
52140,전북특별자치도,익산시,true,
52180,전북특별자치도,정읍시,true,
52190,전북특별자치도,남원시,true,
52210,전북특별자치도,김제시,true,
52710,전북특별자치도,완주군,true,
52720,전북특별자치도,진안군,true,
52730,전북특별자치도,무주군,true,
52740,전북특별자치도,장수군,true,
52750,전북특별자치도,임실군,true,
52770,전북특별자치도,순창군,true,
52790,전북특별자치도,고창군,true,
52800,전북특별자치도,부안군,true,
46110,전라남도,목포시,true,
46130,전라남도,여수시,true,
46150,전라남도,순천시,true,
46170,전라남도,나주시,true,
46230,전라남도,광양시,true,
46710,전라남도,담양군,true,
46720,전라남도,곡성군,true,
46730,전라남도,구례군,true,
46770,전라남도,고흥군,true,
46780,전라남도,보성군,true,
46790,전라남도,화순군,true,
46800,전라남도,장흥군,true,
46810,전라남도,강진군,true,
46820,전라남도,해남군,true,
46830,전라남도,영암군,true,
46840,전라남도,무안군,true,
46860,전라남도,함평군,true,
46870,전라남도,영광군,true,
46880,전라남도,장성군,true,
46890,전라남도,완도군,true,
46900,전라남도,진도군,true,
46910,전라남도,신안군,true,
47110,경상북도,포항시,true,
47130,경상북도,경주시,true,
47150,경상북도,김천시,true,
47170,경상북도,안동시,true,
47190,경상북도,구미시,true,
47210,경상북도,영주시,true,
47230,경상북도,영천시,true,
47250,경상북도,상주시,true,
47280,경상북도,문경시,true,
47290,경상북도,경산시,true,
47730,경상북도,의성군,true,
47750,경상북도,청송군,true,
47760,경상북도,영양군,true,
47770,경상북도,영덕군,true,
47820,경상북도,청도군,true,
47830,경상북도,고령군,true,
47840,경상북도,성주군,true,
47850,경상북도,칠곡군,true,
47900,경상북도,예천군,true,
47920,경상북도,봉화군,true,
47930,경상북도,울진군,true,
47940,경상북도,울릉군,true,
48120,경상남도,창원시,true,
48170,경상남도,진주시,true,
48220,경상남도,통영시,true,
48240,경상남도,사천시,true,
48250,경상남도,김해시,true,
48270,경상남도,밀양시,true,
48310,경상남도,거제시,true,
48330,경상남도,양산시,true,
48720,경상남도,의령군,true,
48730,경상남도,함안군,true,
48740,경상남도,창녕군,true,
48820,경상남도,고성군,true,
48840,경상남도,남해군,true,
48850,경상남도,하동군,true,
48860,경상남도,산청군,true,
48870,경상남도,함양군,true,
48880,경상남도,거창군,true,
48890,경상남도,합천군,true,
50110,제주특별자치도,제주시,true,
50130,제주특별자치도,서귀포시,true,
